,Name,Price,County,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Battery Range (up to)
1289,"PEUGEOT 208,2014, ACTIVE 1.4HDI 5DR.","€7,995",Waterford,Peugeot,208,Active,Medium Trim,2014,"134,350 mi",Diesel,Manual,Hatchback,1.4 litre,68hp,13.5 sec,5,5,Grey,Ireland,1,180,Aug 2023,5/5,Available,,
1290,Toyota Auris 2007,"€2,700","Dungarvan, Waterford",Toyota,Auris,,,2007,"197,990 km",Petrol,Manual,Hatchback,1.4 litre,,,5,5,Blue,Ireland,3,385,Oct 2022,,,,
1291,"Toyota RAV4, 2011, 2.2 D-4D 4WD 6 SPEED SUV","€7,995",Waterford,Toyota,RAV4,Sol,Medium Trim,2011,"229,726 mi",Diesel,Manual,SUV,2.2 litre,150hp,10.2 sec,5,5,Grey,Ireland,1,570,May 2023,---,Available,,
1292,"OPEL CORSA, 2013 1.2 SPORT BLACK PACK €39 P/W","€7,995",Waterford,Opel,Corsa,Limited Edition,Sports Trim,2013,"91,000 mi",Petrol,Manual,Hatchback,1.2 litre,85hp,13.6 sec,5,5,Red,Ireland,2,200,May 2023,---,Available,,
1293,Dacia Sandero SCe 75 Alternative  2 Years Kearys,"€15,390",Cork,Dacia,Sandero,Alternative,Base Trim,2021,"22,600 km",Petrol,Manual,Hatchback,1.0 litre,75hp,14.2 sec,5,4,Grey,Ireland,1,200,Jan 2025,4/5,Available,,
1294,Volkswagen Tiguan 2.0 TDI 150HP SE,"€26,950",Limerick,Volkswagen,Tiguan,Highline,Luxury Trim,2017,"56,000 km",Diesel,Manual,SUV,2.0 litre,150hp,9.3 sec,5,5,Blue,Ireland,1,270,Sep 2023,5/5,Available,,
1295,"Citroen C4, 2013, 1.6 HDI VTR+ €43 P/W NO DEPOSIT","€7,995",Waterford,Citroen,C4,VTR,Base Trim,2013,"94,841 mi",Diesel,Manual,Hatchback,1.6 litre,92hp,12.9 sec,5,5,Grey,Ireland,1,190,Aug 2023,5/5,Available,,
1296,"AUDI A6 AVANT, 2011, ESTATE SE 2.0TDI","€9,995",Waterford,Audi,A6,SE,Medium Trim,2011,"153,585 mi",Diesel,Manual,Estate,2.0 litre,136hp,10.4 sec,5,5,Blue,Ireland,1,280,May 2023,---,Available,,
1297,"NISSAN JUKE, 2011, ACENTA PREMIUM.","€7,495",Waterford,Nissan,Juke,SV,Medium Trim,2011,"87,940 mi",Petrol,Manual,SUV,1.6 litre,117hp,11.1 sec,5,5,Red,Ireland,3,280,May 2023,5/5,Available,,
1298,Nissan X-Trail 2.0 PET Hybrid Elegance,"€24,490",Limerick,Nissan,X-Trail,ELEGANCE,Luxury Trim,2017,"90,000 km",Hybrid,Automatic,SUV,2.0 litre,140hp,13.1 sec,5,5,White,Ireland,1,2400,---,---,Available,---,
1299,BMW-BLACK-MSPORT-BLACK LEATHER-NEW ENGINE,"€10,250","Wellingtonbridge, Wexford",BMW,5-Series,M Sport,Sports Trim,2011,"225,000 km",Diesel,Manual,Saloon,2.0 litre,184hp,8.1 sec,5,4,Black,Ireland,1,270,Jun 2022,---,,,
1300,2007 Toyota Yaris,"€2,700",Clare,Toyota,Yaris,,,2007,"143,200 km",Petrol,Manual,Hatchback,1.0 litre,,,5,5,Silver,Ireland,2,199,Jan 2023,,,,
1301,Volkswagen Tiguan 2.0 TDI 150HP Highline,"€33,950",Waterford,Volkswagen,Tiguan,Highline,Luxury Trim,2019,"62,000 km",Diesel,Manual,SUV,2.0 litre,150hp,9.3 sec,5,5,Grey,Ireland,1,270,Jul 2023,---,Available,,
1302,Mercedes E250 Blue Efficiency Edition 125,"€11,000","Delvin, Westmeath",Mercedes-Benz,E-Class,Classic,Base Trim,2011,"131,000 mi",Diesel,Automatic,Saloon,2.1 litre,---,8.4 sec,5,4,White,Ireland,---,270,Jan 2024,---,,,
1303,Volvo XC60 D4 190 BHP AWD Momentum Stunning SUV T,"€39,450",Wexford,Volvo,XC60,MOMENTUM,Base Trim,2018,"47,937 km",Diesel,Manual,SUV,2.0 litre,190hp,8.4 sec,5,5,Silver,Ireland,2,280,Jan 2024,5/5,Available,,
1304,Volkswagen Touran Highline 1.0tsi 115bhp  7 Seats,"€35,950",Dublin,Volkswagen,Touran,Highline,Luxury Trim,2019,"39,850 km",Petrol,Manual,MPV,1.0 litre,115hp,---,7,5,Blue,Ireland,1,270,Jul 2023,5/5,Available,,
1305,Nissan Serena  8 Seater automatic highwaystar,"€15,950",Dublin,Nissan,Serena,---,---,2013,"94,002 km",Hybrid,Automatic,MPV,2.0 litre,---,---,---,4,Black,Ireland,---,---,---,---,Available,---,
1306,BMW 1 Series  116i Style automatic 94k Kms,"€13,950",Dublin,BMW,1-Series,---,---,2013,"94,002 km",Petrol,Automatic,Hatchback,1.6 litre,---,---,---,4,Blue,Ireland,---,---,---,---,Available,,
1307,Honda Vezel  hr-v self Charging Hybrid automatic,"€18,450",Dublin,Honda,VEZEL,---,---,2014,"127,003 km",Hybrid,Automatic,MPV,1.5 litre,---,---,---,4,Black,Ireland,---,---,---,---,Available,---,
1308,Nissan NOTE  automatic 1.2l Petrol,"€7,950",Dublin,Nissan,Note,---,---,2014,"149,002 km",Petrol,Automatic,Hatchback,1.2 litre,---,---,---,4,Black,Ireland,---,---,---,---,Available,,
1309,Nissan NOTE  note X automatic 1.2l Petrol,"€7,450",Dublin,Nissan,Note,---,---,2013,"119,003 km",Petrol,Automatic,Hatchback,1.2 litre,---,---,---,4,Grey,Ireland,---,---,---,---,Available,,
1310,Honda DC5,"€15,500","Galway City, Galway",Honda,Integra,,,2002,"234,400 km",Petrol,---,Coupe,2.0 litre,,,4,---,White,Ireland,8,710,Sep 2021,,,,
1311,Honda Fit  1.5 Self Charging Hybrid automatic,"€11,950",Dublin,Honda,Fit,---,---,2015,"111,003 km",Hybrid,Automatic,Hatchback,1.5 litre,---,---,---,5,White,Ireland,1,---,Sep 2024,---,Available,---,
1312,Toyota Yaris / Vitz  self Charging Hybrid automat,"€14,950",Dublin,Toyota,Yaris,Aura,Base Trim,2019,"108,001 km",Petrol,Automatic,Hatchback,1.0 litre,132hp,9.7 sec,5,4,Silver,Ireland,---,270,---,5/5,Available,,
1313,Honda Jade  1.5 Self Charging Hybrid automatic,"€16,450",Dublin,Honda,Other,---,---,2015,"112,002 km",Hybrid,Automatic,MPV,1.5 litre,---,---,---,5,Silver,Ireland,1,---,Sep 2024,---,Available,---,
1314,2016 BMW 4 Series,"€20,000",Donegal,BMW,4-Series,M Sport,Sports Trim,2016,"80,000 mi",Diesel,Automatic,Coupe,3.0 litre,258hp,5.5 sec,5,2,Blue,Northern Ireland,9,---,Aug 2017,---,,,
1315,Toyota Yaris / Vitz  1.0 Petrol  Automatic low Mi,"€8,950",Dublin,Toyota,Yaris,---,---,2013,"69,993 km",Petrol,Automatic,Hatchback,1.0 litre,---,---,---,4,White,Ireland,1,---,Sep 2024,---,Available,,
1316,Very clean 2010 Nissan Quasqai,"€4,250","Limerick City, Limerick",Nissan,Qashqai,,,2010,"314,868 km",Diesel,Manual,Hatchback,1.5 litre,,,5,5,Silver,Ireland,2,280,Sep 2023,,,,
1317,BMW 1 Series  automatic 69k Kms 1.6 Petrol,"€12,950",Dublin,BMW,1-Series,---,---,2012,"69,000 km",Petrol,Automatic,Hatchback,1.6 litre,---,---,---,4,White,Ireland,---,---,---,---,Available,,
1318,"2012 Hyundai Veloster 1.6 Petrol,NEW NCT, WARRANTY","€7,950",Dublin,Hyundai,Veloster,---,Base Trim,2012,"150,000 km",Petrol,Manual,Hatchback,1.6 litre,140hp,9.7 sec,4,3,Red,Ireland,1,280,Jun 2023,---,3 Month,,
1319,Dacia Logan 1.5 dCi 90 Alternative,"€12,989",Laois,Dacia,Logan,ALTERNATIVE,Base Trim,2019,"115,000 km",Diesel,Manual,Estate,1.5 litre,90hp,12.1 sec,5,4,Blue,Ireland,1,180,Jan 2023,3/5,6 Month,,
1320,Volkswagen Passat 2.0 GT TDI Bluemotion 5DR Estat,"€13,950",Dublin,Volkswagen,Passat,Highline,Luxury Trim,2015,"225,308 km",Diesel,Manual,Estate,2.0 litre,190hp,8.1 sec,5,5,White,Ireland,1,180,Dec 2023,---,,,
1321,Audi A6 2015,"€20,750","Letterkenny, Donegal",Audi,A6,---,---,2015,"143,000 mi",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,Red,United Kingdom,---,---,---,---,,,
1322,Toyota Yaris 2005,"€1,500","South County, Dublin",Toyota,Yaris,,,2005,"170,000 km",Petrol,Manual,Hatchback,1.0 litre,,,5,5,Black,Ireland,2,199,Dec 2022,,,,
1323,"KIA RIO, 2012 Crdi 1.4 EX, FULLY SERVICED","€6,995",Dublin,KIA,RIO,EX,Luxury Trim,2012,"120,000 mi",Diesel,Manual,Hatchback,1.4 litre,89hp,14.2 sec,5,5,Red,Ireland,1,200,May 2023,---,3 Month,,
1324,Skoda Fabia 1.0tsi Style  24 Month Warranty   65,"€14,995",Carlow,Skoda,Fabia,STYLE,Luxury Trim,2019,"86,000 km",Petrol,Manual,Estate,1.0 litre,95hp,10.8 sec,5,4,Blue,Ireland,1,190,Jan 2023,5/5,2 Year,,
1325,Volvo V40 D2  12 Month Warranty  MOM Edition  80,"€22,995",Carlow,Volvo,V40,Momentum Edition,Medium Trim,2018,"90,000 km",Diesel,Manual,Hatchback,2.0 litre,120hp,10.5 sec,5,5,Blue,Ireland,2,180,Feb 2022,---,12 Month,,
1326,Skoda Kodiaq 5S 2.0tdi 150HP DSG AMB 2K Scrappage,"€29,995",Carlow,Skoda,Kodiaq,Ambition,Medium Trim,2017,"154,000 km",Diesel,Automatic,SUV,2.0 litre,150hp,10.2 sec,5,4,Blue,Ireland,2,280,Jul 2023,---,Available,,
1327,Hyundai Tucson 1.7d Comfort 2K Scrappage  55 PER,"€18,995",Carlow,Hyundai,Tucson,Comfort,Base Trim,2016,"149,000 km",Diesel,Manual,SUV,1.7 litre,115hp,13.7 sec,5,5,White,Ireland,2,200,Aug 2020,5/5,Available,,
1328,Kia Sorento EX AWD 2K Scrappage  75 PER Week,"€25,995",Carlow,KIA,Sorento,EX,Base Trim,2015,"101,000 km",Diesel,Manual,SUV,2.2 litre,200hp,9.0 sec,5,5,Silver,Ireland,3,390,Oct 2023,5/5,Available,,
1329,Kia Xceed 1.6gdi Phev 2K Scrappage  100 PER Week,"€29,995",Carlow,KIA,Xceed,---,Medium Trim,2020,"48,000 km",Hybrid,Automatic,Hatchback,1.6 litre,141hp,11.0 sec,5,5,Grey,Ireland,1,170,Jul 2024,---,Available,8.9 kWh,
1330,Mazda 3 2.2d GT 2K Scrappage  60 PER Week,"€13,995",Carlow,Mazda,3,GT,Luxury Trim,2015,"144,000 km",Diesel,Manual,Hatchback,2.2 litre,150hp,8.1 sec,5,4,Grey,Ireland,2,190,May 2023,5/5,Available,,
1331,Volvo XC60 B4 Mhev DSL (197hp) R-design 2K Scrapp,"€67,995",Carlow,Volvo,XC60,R-Design,Sports Trim,2021,"30,000 km",Diesel,Automatic,SUV,2.0 litre,197hp,8.3 sec,5,5,Grey,Ireland,1,420,Jul 2025,5/5,Available,,
1332,Volvo XC40 D3 Diesel (150hp) R-design Auto 2K Scr,"€45,995",Carlow,Volvo,XC40,R-Design,Medium Trim,2020,"51,440 km",Diesel,Automatic,Estate,2.0 litre,150hp,10.2 sec,5,5,Blue,Ireland,1,280,Jul 2024,5/5,Available,,
1333,Mercedes-Benz GLA-Class GLA 200 Style 2K Scrappag,"€31,995",Carlow,Mercedes-Benz,GLA-Class,STYLE,Medium Trim,2017,"31,000 km",Petrol,Automatic,SUV,1.6 litre,156hp,8.4 sec,5,5,Blue,Ireland,1,280,Sep 2023,5/5,Available,,
1334,Audi A6 2.0tdi 190 Ultra S Line 2K Scrappage  100,"€29,995",Carlow,Audi,A6,S Line,Sports Trim,2016,"39,000 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,8.4 sec,5,5,Black,Ireland,1,190,Aug 2023,5/5,Available,,
1335,Peugeot 2008 1.2 100BHP Allure 2K Scrappage  110,"€31,995",Carlow,Peugeot,2008,Allure,Medium Trim,2022,"15,000 km",Petrol,Manual,MPV,1.2 litre,100hp,10.9 sec,5,4,Black,Ireland,1,200,Jan 2026,4/5,5 Year,,
1336,08 Range Rover Sport 2.7 HSE with low mileage,"€12,650","South County, Dublin",LAND ROVER,Range Rover Sport,,,2008,"116,203 mi",Diesel,Automatic,SUV,2.7 litre,,,5,5,Black,Ireland,1,1320,---,,,,
1337,Volvo V40 D2 MOM Edition 2K Scrappage  80 PER Week,"€22,995",Carlow,Volvo,V40,Momentum Edition,Medium Trim,2018,"95,000 km",Diesel,Manual,Hatchback,2.0 litre,120hp,10.5 sec,5,5,Blue,Ireland,2,180,Feb 2022,---,Available,,
1338,Peugeot 2008 1.2  low Mileage  Active  65 PER Week,"€19,995",Carlow,Peugeot,2008,Active,Medium Trim,2019,"17,000 km",Petrol,Manual,Estate,1.2 litre,82hp,13.5 sec,5,4,Red,Ireland,1,200,Sep 2023,5/5,Available,,
1339,Skoda Kodiaq 2.0tdi  7 Seater  150HP DSG AMB  120,"€34,995",Carlow,Skoda,Kodiaq,Ambition,Medium Trim,2018,"140,000 km",Diesel,Automatic,SUV,2.0 litre,150hp,10.2 sec,7,4,Grey,Ireland,2,280,Jul 2022,5/5,Available,,
1340,Toyota Auris D-4d  high Spec  SOL  60 PER Week,"€13,995",Carlow,Toyota,Auris,Sol,Medium Trim,2015,"127,000 km",Diesel,Manual,Hatchback,1.4 litre,90hp,12.5 sec,5,4,Black,Ireland,2,190,May 2023,5/5,Available,,
1341,Volkswagen Tiguan 2.0 TDI  low Mileage  C/L  100,"€29,995",Carlow,Volkswagen,Tiguan,Comfortline,Medium Trim,2018,"76,000 km",Diesel,Manual,SUV,2.0 litre,115hp,10.9 sec,5,5,Blue,Ireland,1,270,May 2022,5/5,Available,,
1342,Volkswagen Tiguan 2.0tdi 150HP  4motion  H/L DSG,"€39,995",Carlow,Volkswagen,Tiguan,Highline,Luxury Trim,2018,"52,000 km",Diesel,Automatic,SUV,2.0 litre,150hp,9.3 sec,5,5,Grey,Ireland,1,390,Apr 2024,5/5,Available,,
1343,Mazda 3 2.2d  150bhp  Exec SE  65 PER Week,"€18,995",Carlow,Mazda,3,Executive SE,Medium Trim,2017,"127,000 km",Diesel,Manual,Saloon,2.2 litre,150hp,8.0 sec,5,4,Grey,Ireland,1,190,Mar 2023,5/5,Available,,
1344,Mazda CX-5 2WD 2.2d  150bhp  Executive SE  95 PER,"€27,995",Carlow,Mazda,CX-5,EXECUTIVE SE,Medium Trim,2019,"120,000 km",Diesel,Manual,SUV,2.2 litre,150hp,9.9 sec,5,4,White,Ireland,1,270,Mar 2023,5/5,Available,,
1345,Opel Mokka SC 1.6cdti  low Mileage  Ecoflex 65 PE,"€19,995",Carlow,Opel,Mokka,SC,Medium Trim,2018,"62,000 km",Diesel,Manual,SUV,1.6 litre,136hp,9.9 sec,5,4,Black,Ireland,4,190,Jul 2024,5/5,Available,,
1346,Volvo V40 1.6 D2  camera  SE Leather  55 PER Week,"€15,995",Carlow,Volvo,V40,SE,Medium Trim,2015,"143,000 km",Diesel,Manual,Hatchback,1.6 litre,115hp,11.9 sec,5,5,Blue,Ireland,2,180,Nov 2023,5/5,Available,,
1347,Skoda Fabia 1.0 Ambition  24 Month Warranty   65,"€14,995",Carlow,Skoda,Fabia,AMBITION,Medium Trim,2018,"68,000 km",Petrol,Manual,Hatchback,1.0 litre,75hp,14.7 sec,5,4,White,Ireland,2,200,May 2024,5/5,2 Year,,
1348,"2012 MITSUBISHI MIRAGE 1.0L AUTOMATIC NCT'd €7,990","€7,990",Louth,Mitsubishi,Mirage,---,---,2012,"35,000 mi",Petrol,Automatic,Hatchback,1.0 litre,---,---,5,5,Blue,Ireland,---,170,Jun 2024,---,,,
1349,Peugeot 5008 1.5hdi  7 Seater  Active  140 PER We,"€41,995",Carlow,Peugeot,5008,Active,Medium Trim,2021,"45,000 km",Diesel,Manual,SUV,1.5 litre,130hp,11.1 sec,7,4,Grey,Ireland,1,210,Jul 2025,5/5,Available,,
1350,162'MERCEDES E220 CDI AVANTGARDE,"€22,750",Wexford,Mercedes-Benz,E-Class,AVANTGARDE,Medium Trim,2016,"130,000 mi",Diesel,Automatic,Saloon,2.0 litre,194hp,7.3 sec,5,4,Blue,Ireland,1,190,Nov 2024,---,6 Month,,
1351,2012 Peugeot 207 HDI - New NCT,"€4,750","Dundalk, Louth",Peugeot,207,ACTIVE,Medium Trim,2012,"124,000 mi",Diesel,Manual,Hatchback,1.4 litre,68hp,16.9 sec,5,4,Red,Ireland,2,190,Sep 2023,---,,,
1352,Skoda Octavia diesel,"€4,250","Stradbally, Laois",Skoda,Octavia,,,2010,"310,000 km",Diesel,Manual,Hatchback,1.6 litre,,,5,5,Green,Ireland,1,200,May 2023,,,,
1353,Nissan QASHQAI 1.3 PET Mild Hybrid SV,"€34,995",Dublin,Nissan,Qashqai,SV,Medium Trim,2021,"8,978 km",Petrol,Manual,MPV,1.3 litre,140hp,10.2 sec,5,4,Red,Ireland,1,270,Sep 2025,---,Available,,
1354,2009 Honda Accord fresh NCT 03/23,"€4,250",Dublin,Honda,Accord,,,2009,"176,000 mi",Diesel,Manual,Saloon,2.2 litre,,,5,4,Silver,Ireland,3,390,Feb 2023,,,,
1355,Land Rover Range Rover Velar 2.0D. Low mileage,"£37,000",Dublin,LAND ROVER,Range Rover Velar,S,Medium Trim,2018,"22,535 mi",Diesel,Automatic,SUV,2.0 litre,180hp,8.9 sec,5,5,Black,United Kingdom,1,---,---,---,,,
1356,"BMW 3-Series, 2017 HIGH SPEC AUTOMATIC NCT 02/23","€21,950",Dublin,BMW,3-Series,EfficientDynamics Plus,Medium Trim,2017,"143,000 mi",Diesel,Automatic,Saloon,2.0 litre,163hp,7.8 sec,5,4,Blue,Ireland,1,180,Feb 2023,5/5,,,
1357,SEAT Leon 1.4tsi 125HP FR,"€17,950",Waterford,SEAT,Leon,FR,Sports Trim,2018,"107,000 km",Petrol,Manual,Estate,1.4 litre,125hp,9.1 sec,5,5,Red,Ireland,1,200,Jan 2024,---,Available,,
1358,KIA Sportage 2014,"€14,500","Tuam, Galway",KIA,Sportage,LX,Base Trim,2014,"86,000 mi",Diesel,Unknown,SUV,1.7 litre,115hp,12.3 sec,5,---,Silver,Ireland,---,280,Nov 2022,5/5,,,
1359,Nissan Pulsar DCI 1.5l Diesel Hatchback Here AT M,"€11,999",Dublin,Nissan,Pulsar,---,---,2015,"119,000 km",Diesel,Manual,Hatchback,1.5 litre,---,---,---,5,Silver,Ireland,1,180,Sep 2021,---,Available,,
1360,DSG Skoda Octavia Vrs *New NCT 2024*,"€18,500",Offaly,Skoda,Octavia,RS,Sports Trim,2016,"153,700 mi",Diesel,Automatic,Hatchback,2.0 litre,184hp,8.2 sec,5,5,Red,Ireland,1,270,Sep 2024,5/5,,,
1361,Audi A5 Reserve FOR 2023 - 2.0tdi 163BHP SE Auto,"€59,797",Galway,Audi,A5,---,---,2023,---,Diesel,Automatic,Hatchback,2.0 litre,---,---,---,---,Silver,Other,---,---,---,---,Available,,
1362,Ford Focus,"€20,000","Cork City, Cork",Ford,Focus,Zetec,Base Trim,2019,"105,000 km",Diesel,Manual,Hatchback,1.5 litre,120hp,10.0 sec,5,4,Black,Ireland,2,180,Mar 2023,---,,,
1363,Renault Laguna 1.5TDCi 2010 New NCT Top Spec,"€3,600",Dublin,Renault,Laguna,,,2010,"250,529 km",Diesel,Manual,Hatchback,1.5 litre,,,---,5,Black,Ireland,1,280,Mar 2022,,,,
1364,Skoda Yeti Outdoor 2.0tdi 110HP,"€19,500",Clare,Skoda,Yeti,Outdoor,Medium Trim,2016,"83,000 mi",Diesel,Manual,SUV,2.0 litre,110hp,11.6 sec,5,4,Grey,Ireland,2,200,Apr 2020,---,Available,,
1365,Bmw 520 sport,"€7,900",Dublin,BMW,5-Series,SE,Base Trim,2011,"389,000 km",Diesel,Manual,Saloon,2.0 litre,184hp,8.1 sec,5,4,Brown,Ireland,5,270,Jul 2023,---,,,
1366,Hyundai Limited Edition IX35,"€9,300","Claremorris, Mayo",Hyundai,ix35,Celebration Limited Edition,Base Trim,2013,"111,000 mi",Diesel,Manual,SUV,1.7 litre,115hp,12.4 sec,5,5,White,Ireland,1,280,Aug 2023,5/5,,,
1367,Honda Shuttle 1.3 Se-s Hatchback Petrol Automatic,"€11,750",Cork,Honda,Shuttle,---,---,2013,"26,564 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,5,Blue,Ireland,1,---,---,---,Available,,
1368,Kia Sportage 1.6 K3 Plug In Hybrid,"€47,500",Dublin,KIA,Sportage,---,---,2023,0 km,Hybrid,Automatic,MPV,1.6 litre,---,---,---,5,Silver,Other,---,---,---,---,,---,
1369,"Porsche Boxster, 2000","€11,200",Leitrim,Porsche,Boxster,,,2000,"125,882 mi",Petrol,Manual,Convertible,2.7 litre,,,2,2,Blue,Ireland,---,1345,Nov 2022,,,,
1370,TOYOTA RAV-4 2.0D 124BHP AURA MODEL IRISH CAR,"€14,250",Dublin,Toyota,RAV4,Aura,Base Trim,2014,"100,000 mi",Diesel,Manual,SUV,2.0 litre,124hp,10.5 sec,5,4,Red,Ireland,3,270,Sep 2022,5/5,3 Month,,
1371,Renault Koleos 1.7dci 150 Auto X-tronic 2WD GT Li,"€35,900",Louth,Renault,Koleos,GT Line,Luxury Trim,2020,"28,329 km",Diesel,Automatic,SUV,1.7 litre,150hp,11.8 sec,5,5,Red,Ireland,2,390,Jan 2024,5/5,Available,,
1372,Audi Q5 2.0 TDI 150BHP Quattro SE,"€20,995",Sligo,Audi,Q5,SE,Medium Trim,2014,"114,000 km",Diesel,Manual,SUV,2.0 litre,150hp,10.8 sec,5,4,Silver,Ireland,3,390,Jan 2024,5/5,Available,,
1373,ALL CARS WANTED,"€1,234",Limerick,BMW,5-Series,SC,Medium Trim,2012,---,---,Manual,---,1.2 litre,75hp,14.8 sec,5,5,---,Ireland,---,180,---,4/5,,,
1374,Audi A5 Sportback 2.0 TDI low miles,"€16,950",Dublin,Audi,A5,SE,Luxury Trim,2015,"140,000 km",Diesel,Manual,Hatchback,2.0 litre,150hp,9.4 sec,5,4,Black,Ireland,1,200,May 2023,---,Available,,
1375,2014 Mitsubishi Outlander Plug In Hybrid,"€15,999",Dublin,Mitsubishi,Outlander,Intense+,Base Trim,2014,"58,000 mi",Petrol Plug-in Hybrid,Automatic,SUV,2.0 litre,203hp,11.0 sec,5,5,Grey,Ireland,---,170,Jan 2023,5/5,3 Month,12 kWh,---
1376,132 Volkswagen passat comfort line,"€8,500","Cork City, Cork",Volkswagen,Passat,COMFORTLINE,Medium Trim,2013,"180,000 km",Diesel,Manual,Saloon,1.6 litre,105hp,12.2 sec,5,4,Silver,Ireland,2,200,Jan 2024,5/5,,,
1377,Citroen C3 Picasso,"€3,800","Fethard, Wexford",Citroen,C3 Picasso,,,2010,"211,000 km",Diesel,---,MPV,1.6 litre,,,5,---,Blue,Ireland,2,200,Jun 2023,,,,
1378,Toyota Yaris Yaris 1.0 5DR Luna,"€15,250",Monaghan,Toyota,Yaris,Luna,Medium Trim,2019,"90,000 km",Petrol,Manual,Hatchback,1.0 litre,72hp,15.3 sec,5,4,Gold,Ireland,2,190,Jan 2023,5/5,Available,,
1379,Ford Focus,"€10,500","Fermoy, Cork",Ford,Focus,Style,Medium Trim,2015,"186,000 km",Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,4,Black,Ireland,2,200,Nov 2023,5/5,,,
1380,2015 FIAT 500 1.2 SPORT*WWW.MR500.IE*,"€9,950",Dublin,Fiat,500,S,Luxury Trim,2015,"66,838 mi",Petrol,Manual,Hatchback,1.2 litre,69hp,12.9 sec,4,3,White,Ireland,1,200,Aug 2024,---,Available,,
1381,Hyundai Tucson Executive 1.6 Diesel  Heated Seats,"€26,950",Kildare,Hyundai,Tucson,Executive,Medium Trim,2019,"106,113 km",Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Red,Ireland,1,270,Jan 2023,5/5,Available,,
1382,Mazda 2 / Demio  excellent Value  1.3l Petrol Aut,"€12,950",Dublin,Mazda,2,---,---,2017,"125,002 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,---,4,---,Ireland,---,---,Sep 2024,---,Available,,
1383,Volkswagen Touareg,"€7,000","Kilmacthomas, Waterford",Volkswagen,Touareg,,,2007,"218,888 mi",Diesel,Automatic,SUV,3.0 litre,,,2,5,Black,Ireland,1,---,---,,,,
1384,Volkswagen Golf 1.6 TDI 5DR 110HP Highline,"€17,990",Limerick,Volkswagen,Golf,Highline,Medium Trim,2015,"88,422 km",Diesel,Manual,Estate,1.6 litre,110hp,10.7 sec,5,5,Black,Ireland,3,180,Jul 2023,5/5,Available,,
1385,Toyota Yaris Yaris 1.0 5DR Luna,"€15,888",Kildare,Toyota,Yaris,Luna,Medium Trim,2018,"77,000 km",Petrol,Manual,Hatchback,0.998 litre,69hp,15.3 sec,5,4,Silver,Ireland,2,180,May 2022,5/5,Available,,
1386,Nissan Juke 1.0 SV DCT 4DR Auto  Low Mileage,"€26,995",Dublin,Nissan,Juke,SV,Medium Trim,2020,"12,000 km",Petrol,Automatic,SUV,1.0 litre,117hp,11.1 sec,5,4,Black,Ireland,1,190,Jul 2024,5/5,Available,,
1387,2011 Volvo S80 Automatic,"€5,950","Cahir, Tipperary",Volvo,80 Series,---,---,2011,"201,000 mi",Diesel,Automatic,Saloon,2.0 litre,---,---,5,4,Silver,Ireland,---,390,Jan 2023,---,,,
1388,Car,"€13,250","Gort, Galway",Audi,A3,---,Base Trim,2014,"241,000 km",Diesel,Manual,Saloon,1.6 litre,110hp,10.7 sec,5,4,White,Ireland,2,180,Nov 2024,---,,,
1389,F10 (520) BMW,"€17,450","Letterkenny, Donegal",BMW,5-Series,LUXURY,Base Trim,2014,"119,000 km",Diesel,Automatic,Saloon,2.0 litre,184hp,7.9 sec,5,4,Black,Ireland,1,270,Jan 2024,5/5,,,
1390,Toyota AYGO Aygo X Design,"€19,945",Dublin,Toyota,Aygo,x,Base Trim,2022,"13,000 km",Petrol,Manual,Hatchback,1.0 litre,68hp,14.2 sec,4,4,Red,Ireland,1,180,Jun 2026,4/5,Available,,
1391,"MG HS, 2022","€42,850",Limerick,MG,HS,Exclusive,Medium Trim,2022,"3,400 km",Petrol Plug-in Hybrid,Automatic,Hatchback,1.5 litre,258hp,6.9 sec,5,5,Blue,Ireland,---,140,Jul 2026,5/5,7 Year,16.6 kWh,52 km
1392,"Honda CR-V, 2016","€19,850",Limerick,Honda,CR-V,SE,Base Trim,2016,"152,500 km",Diesel,Manual,SUV,1.6 litre,120hp,11.2 sec,5,4,White,Ireland,1,200,Jan 2024,5/5,12 Month,,
1393,"Ford B-MAX, 2013","€9,750",Limerick,Ford,B-MAX,---,Base Trim,2013,"107,500 km",Petrol,Manual,Hatchback,1.4 litre,90hp,13.8 sec,5,5,Grey,Ireland,---,280,Jun 2023,5/5,12 Month,,
1394,Audi Q3 Q3 2.0 TDI SE Auto Sat Nav,"€33,950",Mayo,Audi,Q3,---,---,2018,"54,286 km",Diesel,Automatic,SUV,2.0 litre,---,---,---,4,Black,Ireland,2,270,Jul 2022,---,12 Month,,
